mandt,matnr,ersda,ernam,laeda,aenam,vpsta,pstat,lvorm,mtart,mbrsh,matkl,bismt,meins,bstme,zeinr,zeiar,zeivr,zeifo,aeszn,blatt,blanz,ferth,formt,groes,wrkst,normt,labor,ekwsl,brgew,ntgew,gewei,volum,voleh,behvo,raube,tempb,disst,tragr,stoff,spart,kunnr,eannr,wesch,bwvor,bwscl,saiso,etiar,etifo,entar,ean11,numtp,laeng,breit,hoehe,meabm,prdha,aeklk,cadkz,qmpur,ergew,ergei,ervol,ervoe,gewto,volto,vabme,kzrev,kzkfg,xchpf,vhart,fuelg,stfak,magrv,begru,datab,liqdt,saisj,plgtp,mlgut,extwg,satnr,attyp,kzkup,kznfm,pmata,mstae,mstav,mstde,mstdv,taklv,rbnrm,mhdrz,mhdhb,mhdlp,inhme,inhal,vpreh,etiag,inhbr,cmeth,cuobf,kzumw,kosch,sprof,nrfhg,mfrpn,mfrnr,bmatn,mprof,kzwsm,saity,profl,ihivi,iloos,serlv,kzgvh,xgchp,kzeff,compl,iprkz,rdmhd,przus,mtpos_mara,bflme,matfi,cmrel,bbtyp,sled_bbd,gtin_variant,gennr,rmatp,gds_relevant,weora,hutyp_dflt,pilferable,whstc,whmatgr,hndlcode,hazmat,hutyp,tare_var,maxc,maxc_tol,maxl,maxb,maxh,maxdim_uom,herkl,mfrgr,qqtime,qqtimeuom,qgrp,serial,ps_smartform,logunit,cwqrel,cwqproc,cwqtolgr,adprof,ipmipproduct,allow_pmat_igno,medium,commodity,animal_origin,textile_comp_ind,sgt_csgr,sgt_covsa,sgt_stat,sgt_scope,sgt_rel,fsh_mg_at1,fsh_mg_at2,fsh_mg_at3,fsh_sealv,fsh_seaim,fsh_sc_mid,anp,psm_code,bev1_luleinh,bev1_luldegrp,bev1_nestruccat,dsd_sl_toltyp,dsd_sv_cnt_grp,dsd_vc_group,vso_r_tilt_ind,vso_r_stack_ind,vso_r_bot_ind,vso_r_top_ind,vso_r_stack_no,vso_r_pal_ind,vso_r_pal_ovr_d,vso_r_pal_ovr_w,vso_r_pal_b_ht,vso_r_pal_min_h,vso_r_tol_b_ht,vso_r_no_p_gvh,vso_r_quan_unit,vso_r_kzgvh_ind,packcode,dg_pack_status,mcond,retdelc,loglev_reto,nsnid,adspc_spc,imatn,picnum,bstat,color_atinn,size1_atinn,size2_atinn,color,size1,size2,free_char,care_code,brand_id,fiber_code1,fiber_part1,fiber_code2,fiber_part2,fiber_code3,fiber_part3,fiber_code4,fiber_part4,fiber_code5,fiber_part5,fashgrd,operation_flag,is_deleted,recordstamp
800,T-PCS,1998-03-05,D022513,2002-03-01,BLUMOEHR,KEDXGB,KEDGB,,ROH,M,00213,,ST,,,,,,,,000,,,,,,,,120.000000000,100.000000000,G,,,,,,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,T-PR1,1998-03-04,D022513,2005-03-11,BLUMOEHR,KEDXG,KEDG,,ROH,M,014,,ST,,,,,,,,000,,,,,,,,200.000000000,100.000000000,G,,,,,,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,T-PR2,1998-03-04,D022513,2005-03-11,BLUMOEHR,KEDXG,KEDG,,ROH,M,014,,ST,,,,,,,,000,,,,,,,,200.000000000,100.000000000,G,,,,,,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,T-PR3,1998-03-04,D022513,2005-03-11,BLUMOEHR,KEDXG,KEDG,,ROH,M,014,,ST,,,,,,,,000,,,,,,,,200.000000000,100.000000000,G,,,,,,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,CPF50005,2005-05-11,D040869,,,KCEDLBG,KCEDLBG,,ROH,F,01703,,L,,,,,,,,000,,,,,,,,0.100000000,,KG,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,CPF50008,2005-05-11,D040869,,,KEDLBG,KEDLBG,,ROH,F,01703,,L,,,,,,,,000,,,,,,,,0.100000000,,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,T-IC-R3006,2000-11-03,FISCHER,2006-01-09,ZECHA,KDELBCQGXZ,KDELBCQG,,ROH,M,01703,,L,,,,,,,,000,,,,,,,,0.100000000,,KG,,,,,,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,REFRACTION,2014-11-19,I308411,2014-11-26,I308411,KELBX,KELB,,ROH,F,00706,,KG,TO,,,,,,,000,,,,,,,,1.200000000,1.000000000,KG,,,,,,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,COARSE BRAN,2014-11-19,I308411,2014-11-26,I308411,KELBX,KELB,,ROH,F,00706,,KG,TO,,,,,,,000,,,,,,,,1.000000000,0.900000000,KG,,,,,,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,H20000,1995-06-16,KRAMERW,2003-01-23,I021066,KBEX,KBE,,ROH,M,016,,M2,,,,,,,,000,,,,,,,2,2.000000000,2.000000000,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,T-IC-R2006,1998-03-02,KRISHNAN,2006-01-09,ZECHA,KDLZXBGE,KDLBGE,,ROH,F,01703,,L,,,,,,,,000,,,,,,,,0.100000000,,KG,,,,,,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,R-2500-SUS,2004-04-28,GRAUENHORST,2009-10-01,GRAUENHORST,KEDBZX,KEDB,,ROH,M,00200,,ST,,,,,,,,000,,,,,,,,2.300000000,2.300000000,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,ZSUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,T-JH-ZEMENT,2003-02-20,HARTMANNJOE,,,KELBG,KELBG,,ROH,A,01005,,ST,,,,,,,,000,,,,,,,,25.000000000,25.000000000,KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:06:04.357948+00:00
800,T-RI500,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI501,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI502,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI503,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI504,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI505,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI506,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI507,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI508,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI509,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI510,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI511,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI512,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI513,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI514,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI515,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI516,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI517,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI518,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI519,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI520,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI521,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
800,T-RI522,2002-02-12,BURMANM,2002-02-12,BURMANM,KEDLBG,KEDLBG,,ROH,F,01703,IDES: T-RI599,L,,,,,,,,000,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,000,,,,,,,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,I,False,2021-03-31 03:07:16.635827+00:00
