mandt,matnr,spras,maktx,maktg,operation_flag,is_deleted,recordstamp
200,T-ASA20,E,Onion,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA05,E,Peach,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA05,E,Peach,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA15,E,Celery,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA15,E,Celery,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA18,E,Parsil,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA18,E,Parsil,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA13,E,Pepper,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA13,E,Pepper,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA17,E,Pumpkin,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA17,E,Pumpkin,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA09,E,Spinach,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA09,E,Spinach,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA01,E,Tomatoes,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA01,E,Tomatoes,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA07,E,Watermelon,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA07,E,Watermelon,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA03,E,Dragonfruit,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA03,E,Dragonfruit,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA19,E,Carrot bunch,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA19,E,Carrot bunch,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA10,E,Sweet potatoe,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA10,E,Sweet potatoe,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA08,E,Tomatoe cherry,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA08,E,Tomatoe cherry,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA02,E,Banana container,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA02,E,Banana container,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA06,E,Butternut squash,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,T-ASA06,E,Butternut squash,Selfie stick MS 1460 P,I,False,2021-03-31 02:48:36+00:00
200,CE_EXC_TRENCH_48,E,Mop,"TRENCHING BUCKET - 48""",I,False,2021-03-31 02:48:36+00:00
200,CE_EXC_TRENCH_48,E,Mop,"TRENCHING BUCKET - 48""",I,False,2021-03-31 02:48:36+00:00
200,SP1435,E,Fondue set,EC : ARCHITECT DESIGNER,I,False,2021-03-31 02:48:36+00:00
200,SP1435,E,Fondue set,EC : ARCHITECT DESIGNER,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0007,E,Fondue pot,POWER SUPPLY (HOT SWAP),I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0007,E,Fondue pot,POWER SUPPLY (HOT SWAP),I,False,2021-03-31 02:48:36+00:00
200,R-1120,E,Deepfried cookies,CABLE WITH GROUNDED PLUG,I,False,2021-03-31 02:48:36+00:00
200,R-1120,E,Deepfried cookies,CABLE WITH GROUNDED PLUG,I,False,2021-03-31 02:48:36+00:00
200,R-1150,E,Vanilla extract,"DISKETTE DRIVE, 3.5"", HD",I,False,2021-03-31 02:48:36+00:00
200,R-1150,E,Vanilla extract,"DISKETTE DRIVE, 3.5"", HD",I,False,2021-03-31 02:48:36+00:00
200,000000000000001700,E,Bucket,REA PRINTER WITH BATTERY,I,False,2021-03-31 02:48:36+00:00
200,000000000000001700,E,Bucket,REA PRINTER WITH BATTERY,I,False,2021-03-31 02:48:36+00:00
200,SP1446,E,Cinammon,EC : ENGINEERING SERVICES,I,False,2021-03-31 02:48:36+00:00
200,SP1446,E,Cinammon,EC : ENGINEERING SERVICES,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0005,E,Key Lime Pie,SCSI NETRAID CONTROL CARD,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0005,E,Key Lime Pie,SCSI NETRAID CONTROL CARD,I,False,2021-03-31 02:48:36+00:00
200,SOFTWARE ADVANCED,E,Software Package Advanced,SOFTWARE PACKAGE ADVANCED,I,False,2021-03-31 02:48:36+00:00
200,SOFTWARE ADVANCED,E,Software Package Advanced,SOFTWARE PACKAGE ADVANCED,I,False,2021-03-31 02:48:36+00:00
200,SP3105,E,Wine - Malbec,CONSULTING - SUB CONTRACTOR,I,False,2021-03-31 02:48:36+00:00
200,SP3105,E,Wine - Malbec,CONSULTING - SUB CONTRACTOR,I,False,2021-03-31 02:48:36+00:00
200,SP3128,E,Wine - Merlot,CONSULTING - SYSTEM ANALYST,I,False,2021-03-31 02:48:36+00:00
200,SP3128,E,Wine - Merlot,CONSULTING - SYSTEM ANALYST,I,False,2021-03-31 02:48:36+00:00
200,GTS-30003,E,Face mask,ELECTRONIC CHIPS FOR BRAKES,I,False,2021-03-31 02:48:36+00:00
200,GTS-30003,E,Face mask,ELECTRONIC CHIPS FOR BRAKES,I,False,2021-03-31 02:48:36+00:00
200,LAPTOP_INSTALL,E,Stove installation service,LAPTOP INSTALLATION SERVICE,I,False,2021-03-31 02:48:36+00:00
200,LAPTOP_INSTALL,E,Stove installation service,LAPTOP INSTALLATION SERVICE,I,False,2021-03-31 02:48:36+00:00
200,SP ON ACCOUNT UTLD,E,Special Wine Acc,ON-ACCOUNT PAYMENT UTILIZED,I,False,2021-03-31 02:48:36+00:00
200,SP ON ACCOUNT UTLD,E,Special Wine Acc,ON-ACCOUNT PAYMENT UTILIZED,I,False,2021-03-31 02:48:36+00:00
200,000000000000000178,E,Face mask N95,REBATE SETTLEMENT: PRIMINGS,I,False,2021-03-31 02:48:36+00:00
200,000000000000000178,E,Face mask N95,REBATE SETTLEMENT: PRIMINGS,I,False,2021-03-31 02:48:36+00:00
200,SP PROJECT MANAGER,E,Organic Wine Project,CONSULTING - PROJECT MANAGER,I,False,2021-03-31 02:48:36+00:00
200,SP PROJECT MANAGER,E,Organic Wine Project,CONSULTING - PROJECT MANAGER,I,False,2021-03-31 02:48:36+00:00
200,1400-400,E,Avocado,MOTORCYCLE HELMET - STANDARD,I,False,2021-03-31 02:48:36+00:00
200,1400-400,E,Avocado,MOTORCYCLE HELMET - STANDARD,I,False,2021-03-31 02:48:36+00:00
200,T-AQ128,E,Beer Case,"PAQ MONITOR 17"" GALANT MODEL",I,False,2021-03-31 02:48:36+00:00
200,T-AQ128,E,Beer Case,"PAQ MONITOR 17"" GALANT MODEL",I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0002,E,Wheat beer,HARD DRIVE 80GB - SERIES 5000,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0002,E,Wheat beer,HARD DRIVE 80GB - SERIES 5000,I,False,2021-03-31 02:48:36+00:00
200,P300404,E,Hot chocolate,HP LASERJET PRINTER CARTRIDGE,I,False,2021-03-31 02:48:36+00:00
200,P300404,E,Hot chocolate,HP LASERJET PRINTER CARTRIDGE,I,False,2021-03-31 02:48:36+00:00
200,IMC_8000,E,Light bulbs,INDUSTRIAL ROBOT HIGH PAYLOAD,I,False,2021-03-31 02:48:36+00:00
200,IMC_8000,E,Light bulbs,INDUSTRIAL ROBOT HIGH PAYLOAD,I,False,2021-03-31 02:48:36+00:00
200,SP3119,E,Root beer,CONSULTING - ACCOUNT EXECUTIVE,I,False,2021-03-31 02:48:36+00:00
200,SP3119,E,Root beer,CONSULTING - ACCOUNT EXECUTIVE,I,False,2021-03-31 02:48:36+00:00
200,SP JR CONSULTANT,E,Hard Seltzer - Cherry,CONSULTING - JUNIOR CONSULTANT,I,False,2021-03-31 02:48:36+00:00
200,SP JR CONSULTANT,E,Hard Seltzer - Cherry,CONSULTING - JUNIOR CONSULTANT,I,False,2021-03-31 02:48:36+00:00
200,SP SR CONSULTANT,E,Hard Seltzer - Lime,CONSULTING - SENIOR CONSULTANT,I,False,2021-03-31 02:48:36+00:00
200,SP SR CONSULTANT,E,Hard Seltzer - Lime,CONSULTING - SENIOR CONSULTANT,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0009,E,Hard Seltzer - Fresh,HARD DRIVE 100GB - SERIES 5000,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0009,E,Hard Seltzer - Fresh,HARD DRIVE 100GB - SERIES 5000,I,False,2021-03-31 02:48:36+00:00
200,IMC_9600,E,Pizza cooker,HEAD AND TAIL STOCK POSITIONER,I,False,2021-03-31 02:48:36+00:00
200,IMC_9600,E,Pizza cooker,HEAD AND TAIL STOCK POSITIONER,I,False,2021-03-31 02:48:36+00:00
200,SP ON ACCOUNT PMT,E,Special Organic Malbec,ON-ACCOUNT PAYMENT BY CUSTOMER,I,False,2021-03-31 02:48:36+00:00
200,SP ON ACCOUNT PMT,E,Special Organic Malbec,ON-ACCOUNT PAYMENT BY CUSTOMER,I,False,2021-03-31 02:48:36+00:00
200,PROD-RET3,E,E-Commerce returns - Large Part,E-COMMERCE RETURNS - LARGE PART,I,False,2021-03-31 02:48:36+00:00
200,PROD-RET3,E,E-Commerce returns - Large Part,E-COMMERCE RETURNS - LARGE PART,I,False,2021-03-31 02:48:36+00:00
200,PROD-RET1,E,E-Commerce returns - Small Part,E-COMMERCE RETURNS - SMALL PART,I,False,2021-03-31 02:48:36+00:00
200,PROD-RET1,E,E-Commerce returns - Small Part,E-COMMERCE RETURNS - SMALL PART,I,False,2021-03-31 02:48:36+00:00
200,IMC_7000,E,Toast maker,INDUSTRIAL ROBOT MEDIUM PAYLOAD,I,False,2021-03-31 02:48:36+00:00
200,IMC_7000,E,Toast maker,INDUSTRIAL ROBOT MEDIUM PAYLOAD,I,False,2021-03-31 02:48:36+00:00
200,R-1130,E,Schnitzel,"KEYBOARD, ENGLISH INTERNATIONAL",I,False,2021-03-31 02:48:36+00:00
200,R-1130,E,Schnitzel,"KEYBOARD, ENGLISH INTERNATIONAL",I,False,2021-03-31 02:48:36+00:00
200,000000000000000170,E,Nut chocolate spread,REBATE SETTLEMENT: GLOSS PAINTS,I,False,2021-03-31 02:48:36+00:00
200,000000000000000170,E,Nut chocolate spread,REBATE SETTLEMENT: GLOSS PAINTS,I,False,2021-03-31 02:48:36+00:00
200,PROD-RET2,E,Goulash with Spaetzle,E-COMMERCE RETURNS - MEDIUM PART,I,False,2021-03-31 02:48:36+00:00
200,PROD-RET2,E,Goulash with Spaetzle,E-COMMERCE RETURNS - MEDIUM PART,I,False,2021-03-31 02:48:36+00:00
200,S275J0,E,Sauerkrat,EN STANDARD STEEL PLATE ASTM A36,I,False,2021-03-31 02:48:36+00:00
200,S275J0,E,Sauerkrat,EN STANDARD STEEL PLATE ASTM A36,I,False,2021-03-31 02:48:36+00:00
200,T-F1100,E,Borscht,MAXITEC-R 3100 PERSONAL COMPUTER,I,False,2021-03-31 02:48:36+00:00
200,T-F1100,E,Borscht,MAXITEC-R 3100 PERSONAL COMPUTER,I,False,2021-03-31 02:48:36+00:00
200,T-F1200,E,Varenikes,MAXITEC-R 3200 PERSONAL COMPUTER,I,False,2021-03-31 02:48:36+00:00
200,T-F1200,E,Varenikes,MAXITEC-R 3200 PERSONAL COMPUTER,I,False,2021-03-31 02:48:36+00:00
200,T-F1300,E,Pierogies,MAXITEC-R 3300 PERSONAL COMPUTER,I,False,2021-03-31 02:48:36+00:00
200,T-F1300,E,Pierogies,MAXITEC-R 3300 PERSONAL COMPUTER,I,False,2021-03-31 02:48:36+00:00
200,CE_EXC_500,E,Chicken milanese,MEGAMACHINES EXCAVATOR MODEL 500,I,False,2021-03-31 02:48:36+00:00
200,CE_EXC_500,E,Chicken milanese,MEGAMACHINES EXCAVATOR MODEL 500,I,False,2021-03-31 02:48:36+00:00
200,CP_5302,E,Sushi,RED FINISHING PAINT (IN 2 L CAN),I,False,2021-03-31 02:48:36+00:00
200,CP_5302,E,Sushi,RED FINISHING PAINT (IN 2 L CAN),I,False,2021-03-31 02:48:36+00:00
200,SP3110,E,Empanadas - Chicken,CONSULTING - TECHNICAL CONTRACTOR,I,False,2021-03-31 02:48:36+00:00
200,SP3110,E,Empanadas - Chicken,CONSULTING - TECHNICAL CONTRACTOR,I,False,2021-03-31 02:48:36+00:00
200,TACOS,E,Special Tacos,CONSULTING WORK FOR IMPLEMENTATION,I,False,2021-03-31 02:48:36+00:00
200,TACOS,E,Special Tacos,CONSULTING WORK FOR IMPLEMENTATION,I,False,2021-03-31 02:48:36+00:00
200,S235JR,E,Empanadas - Jam,EN STANDARD STEEL PLATE 10025:2004,I,False,2021-03-31 02:48:36+00:00
200,S235JR,E,Empanadas - Jam,EN STANDARD STEEL PLATE 10025:2004,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0001,E,Empanadas - Meat,PENTIUM III XEON 900 MHZ PROCESSOR,I,False,2021-03-31 02:48:36+00:00
200,SP_XLT0001,E,Empanadas - Meat,PENTIUM III XEON 900 MHZ PROCESSOR,I,False,2021-03-31 02:48:36+00:00
200,ME_5000,E,Ice Cream,RB 360/1 SIX-AXIS INDUSTRIAL ROBOT,I,False,2021-03-31 02:48:36+00:00
200,ME_5000,E,Ice Cream,RB 360/1 SIX-AXIS INDUSTRIAL ROBOT,I,False,2021-03-31 02:48:36+00:00
200,HT-1149,E,Chicken,UPS-1 UNINTERRUPTABLE POWER SUPPLY,I,False,2021-03-31 02:48:36+00:00
200,HT-1149,E,Chicken,UPS-1 UNINTERRUPTABLE POWER SUPPLY,I,False,2021-03-31 02:48:36+00:00
200,CP_5301,E,Vegan burger,RED FINISHING PAINT (IN 500 ML CAN),I,False,2021-03-31 02:48:36+00:00
200,CP_5301,E,Vegan burger,RED FINISHING PAINT (IN 500 ML CAN),I,False,2021-03-31 02:48:36+00:00
200,CP_5305,E,Vegan meatballs,BLUE FINISHING PAINT (IN 500 ML CAN),I,False,2021-03-31 02:48:36+00:00
200,CP_5305,E,Vegan meatballs,BLUE FINISHING PAINT (IN 500 ML CAN),I,False,2021-03-31 02:48:36+00:00
200,CP_5307,E,Halal chicken,BLACK FINISHING PAINT (IN 500 ML CAN),I,False,2021-03-31 02:48:36+00:00
200,CP_5307,E,Halal chicken,BLACK FINISHING PAINT (IN 500 ML CAN),I,False,2021-03-31 02:48:36+00:00
200,CP_5306,E,Kosher Veal,YELLOW FINISHING PAINT (IN 500 ML CAN),I,False,2021-03-31 02:48:36+00:00
200,CP_5306,E,Kosher Veal,YELLOW FINISHING PAINT (IN 500 ML CAN),I,False,2021-03-31 02:48:36+00:00
200,PROD302,E,Ribs,MATERIAL FOR TM DOMESTIC OUTBOUND SCEN.2,I,False,2021-03-31 02:48:36+00:00
200,PROD302,E,Ribs,MATERIAL FOR TM DOMESTIC OUTBOUND SCEN.2,I,False,2021-03-31 02:48:36+00:00
250,000000007621266777,E,Beer,BEER,I,False,2022-02-03 12:52:30.734595+00:00
250,000000007777777805,E,Teriyaki Sauce,TERIYAKI SAUCE,I,False,2022-02-03 12:52:30.734595+00:00
250,000000009964781147,E,Hamburgers,HAMBURGERS,I,False,2022-02-14 08:41:22.610182+00:00
250,000000006666666773,E,chesse,CHESSE,I,False,2022-02-03 12:59:46.988297+00:00
250,000000006666666774,E,black mustard seeds,BLACK MUSTARD SEEDS,I,False,2022-02-03 12:59:46.988297+00:00
250,000000006666666800,E,sugar beets,SUGAR BEETS,I,False,2022-02-03 12:59:47.326474+00:00
250,000000006666666777,E,wine vinegar,WINE VINEGAR,I,False,2022-02-03 12:59:47.326474+00:00
250,000000006666666840,E,buttermilk,BUTTERMILK,I,False,2022-02-03 12:59:48.909578+00:00
250,000000006666666839,E,mayonnaise,MAYONNAISE,I,False,2022-02-03 12:59:48.909578+00:00
250,000000006666666694,E,onion,ONION,I,False,2022-02-03 12:59:52.121098+00:00
250,000000006666666695,E,tomatotes,TOMATOTES,I,False,2022-02-03 12:59:52.121098+00:00
250,000000000000000024,E,,,D,True,2022-04-06 05:47:11.138579+00:00
250,000000000000000024,D,##wie geht es dir,##WIE GEHT ES DIR,I,False,2022-04-06 05:47:11.138579+00:00
250,000000006666666768,E,molasses,MOLASSES,I,False,2022-02-03 12:59:46.497045+00:00
250,000000006666666769,E,dijon mustard,DIJON MUSTARD,I,False,2022-02-03 12:59:46.497045+00:00
250,000000006666666737,E,watermelon,WATERMELON,I,False,2022-02-03 12:59:55.990037+00:00
250,000000006666666738,E,citron vodka,CITRON VODKA,I,False,2022-02-03 12:59:55.990037+00:00
250,000000006666666756,E,raisins,RAISINS,I,False,2022-02-03 12:59:45.344537+00:00
250,000000006666666799,E,sugar cane,SUGAR CANE,I,False,2022-02-03 12:59:45.344537+00:00
250,000000006666666791,E,marjoram,MARJORAM,I,False,2022-02-03 12:59:44.757273+00:00
250,000000006666666792,E,Mint leaves,MINT LEAVES,I,False,2022-02-03 12:59:44.757273+00:00
250,000000006666666793,E,sugar/honey,SUGAR/HONEY,I,False,2022-02-03 12:59:44.757273+00:00
250,000000006666666680,E,corn syrup,CORN SYRUP,I,False,2022-02-03 12:59:54.719259+00:00
250,000000006666666845,E,cider vinegar,CIDER VINEGAR,I,False,2022-03-08 11:36:53.640989+00:00
250,000000007777777789,E,Brown Rice,BROWN RICE,I,False,2022-02-03 12:43:54.493982+00:00
250,000000007777777793,E,Brown Rice,BROWN RICE,I,False,2022-02-03 12:43:54.493982+00:00
250,000000007777777790,E,Italian Spice Mix,ITALIAN SPICE MIX,I,False,2022-02-03 12:43:54.493982+00:00
250,000000007777777777,E,Watermelon Cooler,WATERMELON COOLER,I,False,2022-02-03 12:52:32.493856+00:00
250,000000006666666819,E,Cacao power,CACAO POWER,I,False,2022-02-03 12:59:51.053347+00:00
250,000000006666666818,E,Dry milk powder,DRY MILK POWDER,I,False,2022-02-03 12:59:51.053347+00:00
250,000000008360373865,E,BBQ chips,BBQ CHIPS,I,False,2022-02-03 12:32:50.525220+00:00
250,000000001028118297,E,BBQ sauce,BBQ SAUCE,I,False,2022-02-03 12:32:50.525220+00:00
250,000000006666666841,E,sour cream,SOUR CREAM,I,False,2022-02-03 12:59:49.070117+00:00
250,000000006666666747,E,garlic,GARLIC,I,False,2022-02-03 12:59:56.832806+00:00
250,000000006666666748,E,soya sauce,SOYA SAUCE,I,False,2022-02-03 12:59:56.832806+00:00
250,000000006666666758,E,almond,ALMOND,I,False,2022-02-03 12:59:45.505321+00:00
250,000000006666666757,E,peanuts,PEANUTS,I,False,2022-02-03 12:59:45.505321+00:00
250,000000007777777800,E,Bread Crumbs,BREAD CRUMBS,I,False,2022-02-03 12:43:55.162666+00:00
250,000000001024519092,E,Kabobs,KABOBS,I,False,2022-02-03 12:52:31.538479+00:00
250,000000004604798494,E,Lemonade,LEMONADE,I,False,2022-02-03 12:52:31.538479+00:00
250,000000009485355111,E,Paper plates,PAPER PLATES,I,False,2022-02-03 12:52:31.721521+00:00
250,000000005236801110,E,Paper towels,PAPER TOWELS,I,False,2022-02-03 12:52:31.721521+00:00
250,000000006666666710,E,conditioner,CONDITIONER,I,False,2022-02-03 12:59:55.484981+00:00
250,000000006666666733,E,whole wheat,WHOLE WHEAT,I,False,2022-02-03 12:59:55.484981+00:00
800,FH-STRALSUND,4,-,-,I,False,2021-03-31 02:55:29.548856+00:00
800,FH-STRALSUND,5,-,-,I,False,2021-03-31 02:55:29.548856+00:00
800,FH-STRALSUND,G,-,-,I,False,2021-03-31 02:55:29.548856+00:00
800,FH-STRALSUND,P,-,-,I,False,2021-03-31 02:55:29.548856+00:00
800,FH-STRALSUND,R,-,-,I,False,2021-03-31 02:55:29.548856+00:00
800,FH-STRALSUND,S,-,-,I,False,2021-03-31 02:55:29.548856+00:00
800,400-400,P,a,A,I,False,2021-03-31 02:55:29.548856+00:00
800,400-400,R,a,A,I,False,2021-03-31 02:55:29.548856+00:00
800,400-400,S,a,A,I,False,2021-03-31 02:55:29.548856+00:00
800,SH-CHARGE,4,C,C,I,False,2021-03-31 02:55:29.548856+00:00
800,SH-CHARGE,5,C,C,I,False,2021-03-31 02:55:29.548856+00:00
800,SH-CHARGE,G,C,C,I,False,2021-03-31 02:55:29.548856+00:00
800,SH-CHARGE,P,c,C,I,False,2021-03-31 02:55:29.548856+00:00
800,SH-CHARGE,S,c,C,I,False,2021-03-31 02:55:29.548856+00:00
800,FSL-M002,4,PC,PC,I,False,2021-03-31 02:55:29.548856+00:00
800,FSL-M002,5,PC,PC,I,False,2021-03-31 02:55:29.548856+00:00
800,FSL-M002,G,PC,PC,I,False,2021-03-31 02:55:29.548856+00:00
800,SH-CHARGE,R,c,П,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1032,4,438,438,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1032,5,438,438,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1032,G,438,438,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1032,P,438,438,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1032,S,438,438,I,False,2021-03-31 02:55:29.548856+00:00
800,SCM310O,P,aaa,AAA,I,False,2021-03-31 02:55:29.548856+00:00
800,SCM310,P,aaa,AAA,I,False,2021-03-31 02:55:29.548856+00:00
800,SCM310O,R,aaa,AAA,I,False,2021-03-31 02:55:29.548856+00:00
800,SCM310,R,aaa,AAA,I,False,2021-03-31 02:55:29.548856+00:00
800,SCM310O,S,aaa,AAA,I,False,2021-03-31 02:55:29.548856+00:00
800,SCM310,S,aaa,AAA,I,False,2021-03-31 02:55:29.548856+00:00
800,IAD-106000,S,Ala,ALA,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5117,4,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5047,4,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5037,4,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5027,4,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5017,4,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5026,4,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5031,4,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5037,5,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5117,5,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5017,5,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5027,5,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5026,5,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5031,5,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5047,5,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5027,G,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5037,G,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5017,G,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5026,G,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5031,G,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5117,G,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,RX_5047,G,Arm,ARM,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-104,4,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-105,4,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-105,5,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-104,5,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-105,G,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-104,G,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-104,P,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-105,P,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-104,R,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-105,R,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-104,S,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-105,S,ATC,ATC,I,False,2021-03-31 02:55:29.548856+00:00
800,SP_002,4,Axe,AXE,I,False,2021-03-31 02:55:29.548856+00:00
800,SP_002,5,Axe,AXE,I,False,2021-03-31 02:55:29.548856+00:00
800,SP_002,G,Axe,AXE,I,False,2021-03-31 02:55:29.548856+00:00
800,TI-EASB52,4,B52,B52,I,False,2021-03-31 02:55:29.548856+00:00
800,TI-EASB52,5,B52,B52,I,False,2021-03-31 02:55:29.548856+00:00
800,TI-EASB52,G,B52,B52,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-103-221,4,Bed,BED,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-101-221,4,Bed,BED,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-102-221,4,Bed,BED,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-103-221,5,Bed,BED,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-101-221,5,Bed,BED,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-102-221,5,Bed,BED,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-101-221,G,Bed,BED,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-103-221,G,Bed,BED,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-102-221,G,Bed,BED,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1020,4,BMX,BMX,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1020,5,BMX,BMX,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1020,G,BMX,BMX,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1020,P,BMX,BMX,I,False,2021-03-31 02:55:29.548856+00:00
800,ISA-1020,S,BMX,BMX,I,False,2021-03-31 02:55:29.548856+00:00
800,PH-4501,4,Box,BOX,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-212,4,Box,BOX,I,False,2021-03-31 02:55:29.548856+00:00
800,PH-4501,5,Box,BOX,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-212,5,Box,BOX,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-212,G,Box,BOX,I,False,2021-03-31 02:55:29.548856+00:00
800,PH-4501,G,Box,BOX,I,False,2021-03-31 02:55:29.548856+00:00
800,NC-100-212,P,Box,BOX,I,False,2021-03-31 02:55:29.548856+00:00
800,FSL-M001,4,Car,CAR,I,False,2021-03-31 02:55:29.548856+00:00
800,LAM_PP01,4,Car,CAR,I,False,2021-03-31 02:55:29.548856+00:00
800,FSL-M001,5,Car,CAR,I,False,2021-03-31 02:55:29.548856+00:00
800,LAM_PP01,5,Car,CAR,I,False,2021-03-31 02:55:29.548856+00:00
